pig_age_days,weight_kg,breed,daily_feed_kg,feed_freq,feed_type,fcr,weight_gain_kg_day,growth_stage,body_condition,temperature_c,health_status
174,121.6,Landrace,4.2,2,Finisher_1,3.7,1.134,finisher,2.9,27.7,healthy
167,118.8,Duroc,4.64,2,Finisher_2,4.16,1.117,finisher,3.1,30.9,healthy
112,79.2,Large_White,2.99,3,Grower_2,2.87,1.04,grower,3.1,26.4,healthy
37,5.0,Duroc,0.29,4,Pre_Starter_2,1.49,0.195,pre_starter,3.2,28.8,healthy
63,10.4,Large_White,0.54,2,Starter_2,1.82,0.299,starter,2.3,23.4,healthy
141,104.3,Large_White,3.3,2,Finisher_1,3.12,1.059,finisher,3.9,29.8,healthy
61,9.4,Duroc,0.48,3,Starter_1,1.96,0.247,starter,2.6,27.2,healthy
59,5.0,Landrace,0.27,3,Starter_2,1.74,0.154,starter,2.4,27.2,healthy
133,125.2,LW_LR_Cross,5.09,3,Finisher_1,3.75,1.359,finisher,3.2,27.2,healthy
171,101.8,Large_White,3.02,3,Finisher_2,3.37,0.895,finisher,2.8,28.7,healthy
131,85.1,Landrace,2.87,2,Finisher_2,3.87,0.741,finisher,2.8,26.9,healthy
67,15.2,Large_White,0.84,3,Starter_2,2.06,0.406,starter,2.4,28.3,healthy
83,24.4,Landrace,0.93,3,Grower_1,2.88,0.321,grower,2.4,24.9,healthy
130,76.5,LW_LR_Cross,3.31,2,Grower_1,2.56,1.294,grower,2.3,26.9,healthy
89,37.0,LW_LR_Cross,1.61,3,Grower_1,2.96,0.543,grower,2.2,28.7,healthy
63,8.6,Large_White,0.41,3,Starter_2,2.09,0.195,starter,2.3,27.6,healthy
54,5.0,Duroc,0.27,3,Starter_1,1.61,0.168,starter,2.6,28.9,sick
60,10.2,Duroc,0.56,2,Starter_2,2.26,0.247,starter,2.3,29.5,healthy
81,31.1,Large_White,1.33,3,Grower_2,3.02,0.441,grower,3.3,29.5,healthy
82,26.5,Large_White,0.93,3,Grower_2,2.6,0.358,grower,2.8,29.7,healthy
78,25.4,LW_LR_Cross,1.43,3,Starter_1,2.19,0.653,starter,2.4,22.9,recovering
95,61.6,LW_LR_Cross,2.64,3,Grower_1,2.7,0.981,grower,3.3,25.1,healthy
36,5.0,LW_LR_Cross,0.28,3,Pre_Starter_2,1.4,0.198,pre_starter,2.5,32.5,recovering
102,48.0,Pietrain,1.81,2,Grower_1,2.89,0.625,grower,2.6,30.4,healthy
114,97.7,Duroc,4.36,3,Grower_1,3.05,1.431,grower,3.1,27.0,healthy
68,9.1,Landrace,0.41,3,Starter_1,2.31,0.177,starter,2.5,29.5,healthy
158,117.1,Large_White,3.77,2,Finisher_2,4.03,0.937,finisher,3.0,26.5,healthy
102,65.0,Large_White,2.6,3,Grower_2,2.4,1.084,grower,3.0,29.6,healthy
58,6.5,Duroc,0.33,2,Starter_2,1.65,0.199,starter,2.2,25.6,recovering
147,78.5,Pietrain,2.67,2,Finisher_2,3.37,0.791,finisher,2.8,29.0,healthy
39,5.0,Pietrain,0.3,3,Pre_Starter_2,1.36,0.223,pre_starter,2.2,27.5,healthy
83,34.1,LW_LR_Cross,1.42,3,Grower_1,3.42,0.416,grower,2.7,29.9,healthy
97,61.1,LW_LR_Cross,2.49,3,Grower_2,2.87,0.868,grower,2.3,33.9,sick
151,108.3,LW_LR_Cross,4.14,3,Finisher_1,3.44,1.205,finisher,3.4,28.2,healthy
122,87.9,Large_White,3.49,2,Grower_1,2.66,1.309,grower,2.7,23.3,healthy
85,21.6,Pietrain,0.78,3,Grower_1,2.85,0.272,grower,2.5,28.5,healthy
140,119.0,Duroc,4.81,2,Finisher_1,2.86,1.678,finisher,3.0,27.8,healthy
111,79.9,Large_White,2.62,2,Grower_2,3.03,0.864,grower,2.5,22.0,healthy
28,5.0,LW_LR_Cross,0.31,3,Pre_Starter_2,1.71,0.18,pre_starter,2.6,26.1,recovering
93,49.1,LW_LR_Cross,1.95,2,Grower_1,2.37,0.822,grower,3.0,29.8,healthy
154,103.0,Large_White,3.32,2,Finisher_1,3.67,0.903,finisher,2.8,30.6,healthy
127,79.7,Large_White,3.26,2,Grower_1,2.91,1.12,grower,2.7,30.6,healthy
109,81.4,Duroc,3.54,2,Grower_1,2.93,1.206,grower,3.0,32.1,healthy
59,7.3,Duroc,0.36,3,Starter_1,2.1,0.17,starter,2.7,27.3,healthy
133,101.8,LW_LR_Cross,3.2,2,Finisher_2,3.18,1.006,finisher,3.0,25.6,healthy
48,5.0,Large_White,0.27,4,Pre_Starter_1,1.48,0.181,pre_starter,2.9,24.1,healthy
117,87.9,Large_White,3.99,2,Grower_1,3.02,1.324,grower,3.0,28.0,healthy
57,5.0,Large_White,0.29,3,Starter_2,1.66,0.174,starter,3.1,26.5,healthy
157,99.0,Large_White,3.47,3,Finisher_2,3.53,0.983,finisher,2.8,25.8,recovering
102,69.8,Large_White,2.5,2,Grower_2,2.94,0.851,grower,2.4,23.9,healthy
76,23.3,LW_LR_Cross,1.17,3,Starter_2,1.93,0.609,starter,3.0,27.0,healthy
105,65.2,Landrace,2.14,3,Grower_1,2.92,0.732,grower,2.2,25.9,healthy
22,5.0,Landrace,0.3,3,Pre_Starter_2,1.51,0.2,pre_starter,2.3,26.2,healthy
78,24.3,Large_White,1.12,3,Starter_2,1.96,0.571,starter,2.3,32.4,healthy
127,97.4,Large_White,3.54,3,Grower_1,2.69,1.315,grower,2.9,27.9,healthy
143,89.2,Pietrain,3.21,2,Finisher_2,3.88,0.828,finisher,2.8,27.6,healthy
134,121.1,Duroc,4.39,2,Finisher_1,3.46,1.267,finisher,3.4,30.0,healthy
127,61.2,Pietrain,2.48,3,Grower_2,2.59,0.958,grower,2.8,26.8,healthy
57,5.0,Landrace,0.27,2,Starter_1,1.75,0.154,starter,2.3,29.2,healthy
99,47.7,Landrace,1.86,2,Grower_2,2.42,0.767,grower,2.6,29.7,healthy
112,59.4,Landrace,2.33,3,Grower_1,2.44,0.955,grower,2.5,25.6,healthy
38,5.0,Landrace,0.32,3,Pre_Starter_1,1.43,0.223,pre_starter,2.7,27.4,healthy
118,63.9,Pietrain,2.33,3,Grower_2,2.77,0.842,grower,3.2,24.3,healthy
83,33.3,Large_White,1.45,3,Grower_1,2.72,0.531,grower,2.7,25.2,healthy
170,124.5,Duroc,3.78,2,Finisher_2,3.25,1.164,finisher,3.0,26.2,healthy
159,94.6,Large_White,3.21,3,Finisher_1,3.34,0.962,finisher,3.0,28.9,healthy
24,5.0,Duroc,0.32,4,Pre_Starter_2,1.6,0.2,pre_starter,2.4,25.3,healthy
155,108.6,LW_LR_Cross,3.48,2,Finisher_1,3.81,0.913,finisher,2.9,28.3,healthy
81,40.0,Duroc,1.73,3,Grower_2,3.22,0.536,grower,2.6,27.3,healthy
127,112.5,Duroc,4.78,2,Grower_2,2.81,1.703,grower,3.2,27.3,healthy
74,21.7,LW_LR_Cross,1.04,3,Starter_2,2.26,0.459,starter,2.5,29.9,healthy
108,75.0,Duroc,2.97,2,Grower_2,2.84,1.046,grower,2.2,32.2,healthy
88,42.7,Large_White,1.6,2,Grower_2,3.16,0.505,grower,2.3,23.9,healthy
149,104.6,Large_White,3.17,2,Finisher_1,3.68,0.862,finisher,3.6,29.3,healthy
75,24.5,Duroc,1.45,2,Starter_2,2.01,0.723,starter,2.6,33.0,healthy
23,5.0,Duroc,0.31,4,Pre_Starter_2,1.2,0.258,pre_starter,2.7,30.4,recovering
141,91.0,Landrace,2.76,2,Finisher_2,3.46,0.799,finisher,2.9,29.5,healthy
149,96.0,Landrace,3.26,2,Finisher_1,3.26,1.0,finisher,2.9,23.5,healthy
122,91.6,LW_LR_Cross,3.8,2,Grower_1,2.71,1.404,grower,2.5,31.1,healthy
58,5.0,Large_White,0.23,2,Starter_1,2.25,0.104,starter,3.0,32.1,healthy
105,55.4,Landrace,2.11,3,Grower_1,2.91,0.727,grower,2.5,29.6,healthy
177,123.1,Large_White,4.79,2,Finisher_1,3.8,1.26,finisher,2.8,30.3,recovering
153,70.4,Pietrain,2.11,3,Finisher_1,3.67,0.574,finisher,2.9,30.6,healthy
112,73.8,Large_White,2.82,3,Grower_2,2.56,1.104,grower,3.2,29.7,healthy
41,5.0,Duroc,0.26,3,Pre_Starter_2,1.79,0.147,pre_starter,2.4,30.0,healthy
129,92.7,Large_White,4.22,3,Grower_2,2.76,1.529,grower,2.3,23.9,healthy
67,15.2,Duroc,0.84,2,Starter_1,2.21,0.379,starter,2.0,34.2,healthy
104,46.1,Pietrain,1.75,3,Grower_2,3.21,0.544,grower,3.2,30.4,healthy
103,60.3,Landrace,2.24,2,Grower_1,2.46,0.909,grower,2.8,30.3,healthy
55,5.0,Landrace,0.23,3,Starter_1,1.98,0.116,starter,2.9,28.9,recovering
89,31.7,Landrace,1.22,2,Grower_2,2.97,0.41,grower,2.7,23.2,healthy
149,93.5,Landrace,3.34,3,Finisher_1,3.42,0.979,finisher,2.6,22.2,healthy
160,97.4,Pietrain,2.94,2,Finisher_1,4.32,0.681,finisher,3.0,29.3,healthy
47,5.0,Large_White,0.29,3,Pre_Starter_2,1.54,0.187,pre_starter,2.6,27.9,healthy
76,29.7,Duroc,1.66,2,Starter_1,2.12,0.783,starter,2.8,29.9,healthy
43,5.0,Large_White,0.34,4,Pre_Starter_2,1.78,0.192,pre_starter,2.5,27.2,healthy
173,109.4,Large_White,4.01,2,Finisher_1,3.09,1.298,finisher,2.8,27.1,healthy
41,5.0,Landrace,0.28,3,Pre_Starter_2,1.43,0.194,pre_starter,2.9,27.4,healthy
81,40.7,Duroc,1.69,3,Grower_1,2.56,0.661,grower,2.7,26.9,healthy
83,23.0,Landrace,0.93,2,Grower_2,2.91,0.319,grower,2.7,25.4,healthy
142,114.4,Duroc,4.1,3,Finisher_1,3.99,1.027,finisher,2.7,24.9,healthy
72,23.0,Large_White,1.21,3,Starter_2,1.79,0.678,starter,2.3,29.2,healthy
108,79.2,Large_White,2.99,2,Grower_1,2.45,1.223,grower,2.6,29.5,recovering
173,94.7,Pietrain,3.59,2,Finisher_2,3.55,1.009,finisher,2.6,22.0,healthy
75,12.0,Pietrain,0.57,3,Starter_2,2.27,0.249,starter,1.9,27.5,healthy
66,11.8,Large_White,0.56,3,Starter_1,1.84,0.304,starter,2.4,27.4,healthy
52,5.0,Duroc,0.27,3,Starter_2,1.8,0.153,starter,3.0,29.1,healthy
75,16.1,Landrace,0.72,2,Starter_1,2.32,0.313,starter,2.4,29.2,healthy
116,59.1,Pietrain,2.27,2,Grower_1,2.75,0.825,grower,2.4,29.7,recovering
153,104.3,LW_LR_Cross,4.17,2,Finisher_1,3.69,1.13,finisher,3.1,27.1,healthy
56,5.6,LW_LR_Cross,0.26,3,Starter_1,2.28,0.113,starter,2.5,26.2,healthy
130,76.9,Pietrain,3.18,3,Grower_1,2.93,1.086,grower,2.7,23.7,healthy
126,92.7,Large_White,3.35,2,Grower_1,2.81,1.192,grower,2.5,27.7,healthy
78,16.0,Pietrain,0.81,3,Starter_1,1.81,0.448,starter,2.6,24.1,healthy
59,5.0,Landrace,0.23,3,Starter_1,1.89,0.12,starter,2.5,26.2,healthy
100,64.3,Large_White,2.8,3,Grower_1,2.89,0.97,grower,2.9,24.5,healthy
117,77.7,Landrace,2.91,2,Grower_1,3.11,0.937,grower,2.8,31.4,healthy
133,112.6,LW_LR_Cross,3.9,3,Finisher_2,3.36,1.161,finisher,2.9,24.8,healthy
81,31.1,LW_LR_Cross,1.18,3,Grower_2,2.65,0.445,grower,2.6,25.8,healthy
157,106.4,Large_White,2.95,2,Finisher_2,3.65,0.811,finisher,2.9,29.4,healthy
26,5.0,Duroc,0.29,3,Pre_Starter_1,1.39,0.206,pre_starter,2.1,30.8,healthy
129,68.8,Pietrain,2.29,2,Grower_1,2.91,0.785,grower,3.4,26.2,healthy
55,5.0,Large_White,0.21,2,Starter_1,1.83,0.114,starter,2.7,31.8,healthy
59,5.0,Landrace,0.25,2,Starter_1,2.05,0.122,starter,2.6,27.3,healthy
170,117.9,Duroc,4.9,2,Finisher_2,3.4,1.44,finisher,2.9,30.9,healthy
138,90.8,Landrace,3.59,3,Finisher_2,3.53,1.017,finisher,2.8,28.1,healthy
25,5.0,Large_White,0.27,4,Pre_Starter_1,1.62,0.167,pre_starter,2.6,24.7,healthy
107,80.8,Duroc,3.37,3,Grower_1,2.78,1.212,grower,3.3,25.8,sick
96,58.3,LW_LR_Cross,2.58,2,Grower_2,2.9,0.891,grower,2.5,27.7,healthy
178,137.1,Duroc,4.47,2,Finisher_2,3.29,1.358,finisher,3.2,30.6,healthy
77,13.3,Pietrain,0.69,3,Starter_1,1.89,0.368,starter,2.1,29.4,healthy
147,91.1,Landrace,3.45,2,Finisher_1,3.17,1.088,finisher,3.1,31.2,healthy
49,5.0,Large_White,0.25,4,Pre_Starter_2,1.49,0.169,pre_starter,2.6,26.2,healthy
107,60.5,Duroc,2.09,2,Grower_1,2.87,0.728,grower,2.7,24.0,healthy
161,100.1,Landrace,3.31,3,Finisher_2,3.62,0.917,finisher,2.3,29.5,healthy
180,112.8,LW_LR_Cross,4.35,3,Finisher_1,4.01,1.085,finisher,2.8,29.1,healthy
66,12.1,Large_White,0.53,3,Starter_1,2.1,0.253,starter,2.3,27.6,recovering
136,97.7,Landrace,2.76,2,Finisher_1,3.37,0.82,finisher,2.6,26.7,healthy
132,96.3,Landrace,3.32,2,Finisher_1,4.2,0.791,finisher,2.3,27.0,healthy
171,118.3,LW_LR_Cross,4.45,2,Finisher_1,3.26,1.364,finisher,2.9,26.1,healthy
65,9.5,Large_White,0.45,2,Starter_1,2.04,0.221,starter,3.1,28.9,healthy
165,107.0,Large_White,3.55,2,Finisher_1,3.83,0.927,finisher,3.2,29.6,sick
124,85.7,Large_White,3.59,2,Grower_2,2.94,1.22,grower,2.9,31.3,healthy
105,48.3,Pietrain,1.72,3,Grower_1,2.28,0.753,grower,2.9,28.0,healthy
154,108.4,Large_White,3.53,2,Finisher_1,3.7,0.954,finisher,3.6,28.8,healthy
128,87.0,Large_White,3.55,2,Grower_1,2.66,1.335,grower,2.6,23.9,healthy
38,5.0,Large_White,0.31,4,Pre_Starter_1,1.39,0.223,pre_starter,2.3,28.3,recovering
114,83.4,Duroc,3.45,2,Grower_1,2.38,1.448,grower,2.7,29.5,sick
170,104.7,Large_White,4.13,3,Finisher_1,3.55,1.165,finisher,2.5,26.0,recovering
53,5.0,Landrace,0.26,3,Starter_2,1.91,0.136,starter,2.6,31.5,healthy
178,107.6,Large_White,3.65,2,Finisher_1,3.6,1.013,finisher,2.9,26.0,healthy
146,113.8,Duroc,3.72,2,Finisher_1,3.24,1.149,finisher,3.2,28.6,healthy
180,131.1,Duroc,5.23,2,Finisher_2,4.57,1.143,finisher,3.3,28.4,healthy
142,94.5,Landrace,3.53,2,Finisher_1,3.38,1.044,finisher,3.3,25.8,healthy
158,102.8,LW_LR_Cross,3.64,3,Finisher_1,3.85,0.945,finisher,3.1,27.6,healthy
135,109.5,LW_LR_Cross,4.0,2,Finisher_2,3.84,1.041,finisher,2.8,28.1,healthy
48,5.0,Landrace,0.31,3,Pre_Starter_2,1.65,0.189,pre_starter,2.4,28.2,healthy
31,5.0,Pietrain,0.32,3,Pre_Starter_2,1.37,0.236,pre_starter,2.2,24.1,healthy
67,18.9,Duroc,1.07,3,Starter_1,2.38,0.447,starter,2.6,28.9,healthy
147,115.8,LW_LR_Cross,4.29,3,Finisher_1,3.58,1.198,finisher,3.1,30.5,healthy
167,107.6,Landrace,3.99,2,Finisher_1,3.62,1.101,finisher,2.5,30.2,recovering
138,102.1,Landrace,3.85,2,Finisher_2,3.48,1.107,finisher,3.3,29.9,healthy
163,110.5,Landrace,3.88,2,Finisher_1,3.5,1.107,finisher,3.0,25.5,healthy
146,117.5,LW_LR_Cross,4.52,2,Finisher_1,3.51,1.287,finisher,2.9,29.7,healthy
176,123.7,Large_White,4.08,2,Finisher_1,3.04,1.342,finisher,2.7,24.2,healthy
172,120.3,Large_White,4.58,2,Finisher_1,3.58,1.281,finisher,3.4,27.5,healthy
92,32.7,Landrace,1.22,2,Grower_1,3.0,0.405,grower,2.8,25.2,healthy
127,79.0,Large_White,2.92,2,Grower_2,2.66,1.1,grower,3.1,30.4,healthy
157,125.1,Duroc,4.55,2,Finisher_2,3.47,1.311,finisher,3.0,28.2,healthy
53,5.0,Large_White,0.22,3,Starter_2,1.66,0.134,starter,3.0,23.1,healthy
39,5.0,Landrace,0.28,3,Pre_Starter_1,1.67,0.168,pre_starter,2.8,27.1,healthy
94,49.6,LW_LR_Cross,2.08,2,Grower_1,3.19,0.653,grower,3.1,24.4,healthy
177,109.8,Landrace,3.86,2,Finisher_1,3.57,1.082,finisher,3.3,26.6,healthy
118,83.1,Duroc,3.66,2,Grower_1,2.89,1.266,grower,2.7,27.1,healthy
161,108.9,Large_White,4.03,2,Finisher_1,3.59,1.122,finisher,3.0,29.6,healthy
149,102.7,Large_White,3.71,3,Finisher_1,3.72,0.996,finisher,3.3,30.3,healthy
113,55.9,Pietrain,1.99,2,Grower_1,2.86,0.694,grower,2.9,24.4,healthy
68,7.8,Pietrain,0.4,2,Starter_1,2.2,0.181,starter,2.2,27.3,healthy
84,25.9,Landrace,1.01,3,Grower_2,2.97,0.339,grower,2.6,27.0,healthy
81,33.8,LW_LR_Cross,1.41,3,Grower_2,2.99,0.47,grower,2.9,24.8,healthy
177,104.8,LW_LR_Cross,3.78,2,Finisher_1,3.62,1.045,finisher,2.5,27.3,healthy
59,7.7,LW_LR_Cross,0.44,2,Starter_1,2.14,0.205,starter,2.2,30.2,healthy
148,95.3,Landrace,2.93,2,Finisher_2,3.27,0.897,finisher,2.5,25.4,healthy
108,77.1,Large_White,3.0,2,Grower_2,2.32,1.294,grower,3.0,30.1,healthy
46,5.0,Duroc,0.33,4,Pre_Starter_2,1.49,0.221,pre_starter,3.0,24.6,healthy
37,5.0,Duroc,0.32,3,Pre_Starter_2,1.78,0.177,pre_starter,1.9,32.0,healthy
91,46.2,Large_White,1.78,3,Grower_1,2.97,0.6,grower,2.8,27.9,healthy
33,5.0,Pietrain,0.24,3,Pre_Starter_2,1.61,0.149,pre_starter,2.3,26.1,healthy
89,40.4,Large_White,1.58,3,Grower_2,2.55,0.621,grower,3.2,29.6,sick
46,5.0,Landrace,0.3,3,Pre_Starter_2,1.57,0.193,pre_starter,2.6,34.2,healthy
69,10.4,Landrace,0.53,2,Starter_2,1.78,0.299,starter,2.8,31.4,healthy
27,5.0,Duroc,0.31,4,Pre_Starter_1,1.5,0.207,pre_starter,2.9,27.8,healthy
78,21.4,Landrace,1.06,3,Starter_1,1.95,0.546,starter,2.6,31.2,healthy
69,6.9,Pietrain,0.3,3,Starter_1,2.09,0.142,starter,2.0,33.7,healthy
123,104.6,Duroc,4.52,2,Grower_1,2.81,1.61,grower,2.9,27.1,healthy
73,10.5,Pietrain,0.5,2,Starter_2,2.18,0.23,starter,2.6,28.4,healthy
82,34.3,LW_LR_Cross,1.42,3,Grower_2,3.06,0.464,grower,2.3,25.9,healthy
37,5.0,Duroc,0.31,3,Pre_Starter_2,1.68,0.184,pre_starter,2.0,27.0,healthy
45,5.0,LW_LR_Cross,0.31,4,Pre_Starter_1,1.95,0.159,pre_starter,2.1,27.3,healthy
151,105.9,Large_White,3.91,2,Finisher_2,3.27,1.194,finisher,3.3,26.9,healthy
49,5.0,Landrace,0.3,4,Pre_Starter_1,1.44,0.209,pre_starter,2.2,30.9,healthy
137,104.0,Large_White,3.07,3,Finisher_1,3.39,0.907,finisher,3.8,23.3,healthy
180,119.9,Large_White,4.3,2,Finisher_1,2.92,1.472,finisher,3.4,28.1,healthy
46,5.0,Pietrain,0.28,3,Pre_Starter_1,1.54,0.179,pre_starter,2.8,27.9,healthy
144,112.3,Large_White,3.69,2,Finisher_2,3.47,1.064,finisher,2.5,26.8,healthy
164,130.0,Landrace,4.97,2,Finisher_1,3.85,1.293,finisher,3.5,30.1,healthy
45,5.0,Duroc,0.29,4,Pre_Starter_2,1.64,0.177,pre_starter,2.4,30.0,healthy
74,25.5,Duroc,1.25,2,Starter_2,2.09,0.598,starter,2.1,28.1,healthy
176,114.4,Landrace,3.17,2,Finisher_1,3.58,0.885,finisher,3.1,28.8,sick
93,35.5,Pietrain,1.5,3,Grower_1,2.66,0.562,grower,2.8,27.9,healthy
140,104.7,Large_White,3.94,2,Finisher_1,3.56,1.108,finisher,2.7,29.6,healthy
76,14.7,Landrace,0.7,2,Starter_1,2.08,0.337,starter,2.4,31.9,healthy
85,48.0,Duroc,2.11,3,Grower_1,2.79,0.755,grower,2.6,30.7,healthy
113,84.1,Duroc,2.94,2,Grower_2,2.8,1.052,grower,2.8,33.6,healthy
106,51.3,Landrace,2.08,3,Grower_2,2.84,0.734,grower,2.9,30.1,healthy
100,64.7,LW_LR_Cross,2.47,3,Grower_1,2.85,0.866,grower,2.7,23.4,healthy
128,72.1,Landrace,3.18,2,Grower_1,3.03,1.052,grower,3.3,29.6,healthy
138,97.7,Landrace,3.46,3,Finisher_2,2.72,1.273,finisher,3.0,26.2,healthy
177,121.1,Large_White,4.29,2,Finisher_1,3.58,1.196,finisher,2.5,31.3,healthy
103,74.9,Duroc,2.95,2,Grower_2,2.87,1.031,grower,3.2,27.3,recovering
167,114.3,Duroc,3.91,3,Finisher_2,3.75,1.041,finisher,2.7,24.7,healthy
35,5.0,Large_White,0.31,3,Pre_Starter_2,1.48,0.212,pre_starter,2.9,28.8,healthy
151,90.3,Landrace,2.88,3,Finisher_2,2.87,1.002,finisher,3.0,27.3,healthy
159,94.0,Pietrain,2.89,2,Finisher_2,2.95,0.979,finisher,2.6,29.1,healthy
50,5.0,Landrace,0.33,4,Pre_Starter_1,1.19,0.276,pre_starter,2.4,28.9,healthy
77,25.0,Large_White,1.28,3,Starter_1,2.2,0.58,starter,2.7,28.9,sick
166,120.5,Duroc,4.01,3,Finisher_2,3.07,1.307,finisher,3.1,28.9,recovering
148,112.3,Large_White,4.12,2,Finisher_1,3.9,1.057,finisher,3.3,30.2,healthy
68,16.0,LW_LR_Cross,0.8,2,Starter_1,1.93,0.415,starter,2.7,28.4,healthy
156,117.2,Large_White,3.48,2,Finisher_2,3.44,1.013,finisher,3.0,27.7,healthy
42,5.0,Duroc,0.3,3,Pre_Starter_2,1.76,0.171,pre_starter,2.6,27.4,sick
26,5.0,Landrace,0.27,4,Pre_Starter_1,1.54,0.174,pre_starter,2.5,27.1,healthy
124,112.3,LW_LR_Cross,4.67,2,Grower_1,2.46,1.898,grower,3.1,27.3,recovering
56,5.0,Large_White,0.24,3,Starter_1,2.02,0.117,starter,2.6,30.2,healthy
99,70.5,Duroc,2.98,3,Grower_2,3.04,0.981,grower,2.9,31.3,healthy
136,118.5,Duroc,4.6,2,Finisher_2,3.34,1.378,finisher,3.7,30.0,healthy
77,18.1,Landrace,1.05,3,Starter_2,2.36,0.446,starter,2.7,28.8,healthy
69,10.8,Landrace,0.61,2,Starter_1,1.75,0.349,starter,2.9,28.2,healthy
102,76.5,Duroc,3.27,2,Grower_1,2.27,1.437,grower,2.6,28.6,healthy
86,41.9,LW_LR_Cross,1.7,2,Grower_1,3.24,0.526,grower,2.7,28.6,healthy
97,55.2,Large_White,2.11,3,Grower_1,2.59,0.815,grower,2.1,26.5,recovering
65,11.7,Large_White,0.51,3,Starter_2,1.81,0.281,starter,2.6,26.2,healthy
99,33.9,Pietrain,1.07,3,Grower_1,2.67,0.399,grower,2.5,28.2,healthy
40,5.0,Large_White,0.28,3,Pre_Starter_1,1.35,0.206,pre_starter,2.3,25.9,healthy
143,110.4,LW_LR_Cross,4.49,2,Finisher_1,3.77,1.192,finisher,3.0,26.0,healthy
87,47.9,Duroc,2.25,2,Grower_1,2.68,0.84,grower,2.6,26.3,healthy
103,85.3,Duroc,3.6,2,Grower_2,2.5,1.439,grower,2.4,31.0,recovering
23,5.0,Large_White,0.31,3,Pre_Starter_1,1.46,0.214,pre_starter,2.5,31.7,healthy
84,35.3,Large_White,1.35,3,Grower_1,2.57,0.524,grower,3.7,28.0,healthy
60,9.3,Duroc,0.48,2,Starter_1,1.99,0.243,starter,2.7,28.2,recovering
79,34.2,LW_LR_Cross,1.64,3,Starter_1,1.81,0.904,starter,2.7,29.8,healthy
82,35.2,LW_LR_Cross,1.35,2,Grower_1,2.75,0.492,grower,2.3,25.8,healthy
152,102.3,Large_White,3.77,2,Finisher_2,3.45,1.092,finisher,2.6,28.3,recovering
80,31.4,Large_White,1.49,2,Starter_2,2.37,0.629,starter,2.3,33.0,healthy
136,107.6,Large_White,3.92,2,Finisher_1,3.85,1.018,finisher,3.0,27.8,healthy
95,63.3,LW_LR_Cross,2.55,2,Grower_1,2.84,0.898,grower,2.4,27.7,healthy
142,107.2,Large_White,4.21,2,Finisher_2,3.41,1.235,finisher,3.4,27.8,healthy
127,99.6,Large_White,4.15,2,Grower_2,2.72,1.525,grower,2.6,27.4,healthy
116,78.6,Large_White,3.2,2,Grower_1,2.83,1.13,grower,3.1,29.1,healthy
111,69.0,Landrace,2.41,3,Grower_1,2.59,0.932,grower,2.9,28.8,healthy
178,124.3,LW_LR_Cross,4.25,3,Finisher_1,3.39,1.255,finisher,3.5,22.9,healthy
150,101.9,Landrace,3.48,2,Finisher_1,3.42,1.016,finisher,2.6,29.5,healthy
82,28.0,Large_White,1.12,2,Grower_2,2.79,0.402,grower,3.5,25.6,healthy
69,10.5,Landrace,0.54,3,Starter_2,2.03,0.268,starter,2.6,29.7,healthy
157,100.7,Landrace,3.51,2,Finisher_1,3.72,0.945,finisher,3.3,28.1,healthy
112,78.7,Large_White,2.91,2,Grower_2,3.03,0.959,grower,2.9,28.4,healthy
179,136.8,Large_White,5.03,2,Finisher_2,3.66,1.374,finisher,2.8,28.5,healthy
144,120.1,Duroc,4.24,2,Finisher_1,4.02,1.054,finisher,2.8,26.7,healthy
81,28.5,Large_White,1.08,3,Grower_2,2.96,0.366,grower,2.6,26.5,healthy
68,13.3,Large_White,0.61,2,Starter_2,1.99,0.305,starter,2.3,29.9,healthy
173,118.4,Landrace,3.94,2,Finisher_1,3.48,1.133,finisher,3.0,26.7,healthy
156,89.2,Pietrain,2.82,2,Finisher_1,3.77,0.749,finisher,3.1,25.4,healthy
78,36.7,Duroc,2.1,3,Starter_1,1.95,1.078,starter,3.0,29.2,healthy
121,97.8,Duroc,4.03,2,Grower_2,2.9,1.387,grower,3.4,29.1,healthy
132,104.3,Duroc,4.01,2,Finisher_1,3.65,1.098,finisher,2.9,27.9,healthy
82,39.1,Duroc,1.42,2,Grower_1,2.18,0.651,grower,2.5,28.5,healthy
59,5.0,Large_White,0.26,3,Starter_1,1.7,0.156,starter,2.0,28.3,recovering
78,30.4,LW_LR_Cross,1.63,2,Starter_2,2.17,0.748,starter,1.9,29.5,healthy
119,76.5,Large_White,2.73,2,Grower_1,2.91,0.936,grower,2.8,30.1,healthy
64,6.3,Landrace,0.29,3,Starter_1,1.45,0.199,starter,2.9,29.3,healthy
49,5.0,Pietrain,0.27,4,Pre_Starter_1,1.09,0.246,pre_starter,2.6,30.2,healthy
79,22.8,Landrace,1.1,3,Starter_1,2.29,0.481,starter,2.7,32.1,healthy
91,43.0,LW_LR_Cross,1.66,3,Grower_2,2.96,0.561,grower,2.4,29.2,healthy
112,70.2,Landrace,2.7,2,Grower_1,3.14,0.859,grower,2.7,27.9,healthy
29,5.0,LW_LR_Cross,0.32,3,Pre_Starter_1,1.35,0.238,pre_starter,2.9,24.1,healthy
147,92.7,Pietrain,2.93,2,Finisher_1,3.32,0.885,finisher,3.0,24.7,healthy
154,116.3,LW_LR_Cross,4.26,2,Finisher_1,4.05,1.053,finisher,2.8,28.9,healthy
